0,1,0,64
0,2,0,21
0,3,0,56
0,4,0,0
0,5,0,64
0,6,0,42
0,7,0,53
0,9,0,64
0,10,0,89
0,11,0,53
0,13,0,64
0,14,0,114
0,15,0,56
0,16,0,0
0,17,0,1
0,23,7,82
0,64,0,3
0,81,7,0
0,107,0,0
0,108,0,0
0,109,0,0
1,1,0,64
1,2,0,21
1,3,0,56
1,4,0,0
1,5,0,64
1,6,0,42
1,7,0,53
1,9,0,64
1,10,0,89
1,11,0,53
1,13,0,64
1,14,0,114
1,15,0,56
1,16,0,0
1,17,0,1
1,23,7,82
1,64,0,3
1,81,7,0
1,107,0,0
1,108,0,0
1,109,0,0
2,1,0,64
2,2,0,21
2,3,0,56
2,4,0,0
2,5,0,64
2,6,0,42
2,7,0,53
2,9,0,64
2,10,0,89
2,11,0,53
2,13,0,64
2,14,0,114
2,15,0,56
2,16,0,0
2,17,0,1
2,81,7,0
2,107,0,0
2,108,0,0
2,109,0,0
3,1,0,64
3,2,0,21
3,3,0,56
3,4,0,0
3,5,0,64
3,6,0,42
3,7,0,53
3,9,0,64
3,10,0,89
3,11,0,53
3,13,0,64
3,14,0,114
3,15,0,56
3,16,0,0
3,17,0,1
3,81,7,0
3,107,0,0
3,108,0,0
3,109,0,0
8,1,0,64
8,2,0,21
8,3,0,56
8,4,0,0
8,5,0,64
8,6,0,42
8,7,0,53
8,9,0,64
8,10,0,89
8,11,0,53
8,13,0,64
8,14,0,114
8,15,0,56
8,16,0,0
8,17,0,1
8,18,0,0
8,19,0,44
8,20,0,0
8,22,4,37
8,22,5,37
8,22,6,37
8,22,7,37
8,23,7,98
8,24,7,1
8,32,0,0
8,32,1,0
8,32,2,0
8,32,3,0
8,32,4,0
8,32,5,0
8,32,6,0
8,32,16,0
8,32,17,0
8,64,0,3
8,80,0,1
8,80,1,1
8,80,2,1
8,80,3,1
8,80,4,1
8,80,5,1
8,80,6,1
8,80,7,1
8,80,16,0
8,80,17,0
8,81,7,0
8,82,0,64
8,84,0,64
8,85,0,1
8,85,1,1
8,85,2,1
8,85,3,1
8,85,4,1
8,85,5,1
8,85,6,1
8,85,7,1
8,85,16,0
8,85,17,1
8,87,0,0
8,88,0,53
8,89,0,0
8,90,0,0
8,105,0,0
8,106,0,0
8,107,0,0
8,108,0,0
8,109,0,0
9,1,0,64
9,2,0,21
9,3,0,56
9,4,0,0
9,5,0,64
9,6,0,42
9,7,0,53
9,9,0,64
9,10,0,89
9,11,0,53
9,13,0,64
9,14,0,114
9,15,0,56
9,16,0,0
9,17,0,1
9,18,0,0
9,19,0,44
9,20,0,0
9,22,4,37
9,22,5,37
9,22,6,37
9,22,7,37
9,23,7,98
9,24,7,1
9,32,0,0
9,32,1,0
9,32,2,0
9,32,3,0
9,32,4,0
9,32,5,0
9,32,6,0
9,32,16,0
9,32,17,0
9,64,0,3
9,80,0,1
9,80,1,1
9,80,2,1
9,80,3,1
9,80,4,1
9,80,5,1
9,80,6,1
9,80,7,1
9,80,16,0
9,80,17,0
9,81,7,0
9,82,0,64
9,84,0,64
9,85,0,1
9,85,1,1
9,85,2,1
9,85,3,1
9,85,4,1
9,85,5,1
9,85,6,1
9,85,7,1
9,85,16,1
9,85,17,0
9,87,0,0
9,88,0,53
9,89,0,0
9,90,0,0
9,105,0,0
9,106,0,0
9,107,0,0
9,108,0,0
9,109,0,0
10,1,0,64
10,2,0,21
10,3,0,56
10,4,0,0
10,5,0,64
10,6,0,42
10,7,0,53
10,9,0,64
10,10,0,89
10,11,0,53
10,13,0,64
10,14,0,114
10,15,0,56
10,16,0,0
10,17,0,1
10,18,0,0
10,19,0,44
10,20,0,0
10,22,4,37
10,22,5,37
10,22,6,37
10,22,7,37
10,23,7,98
10,24,7,1
10,32,0,0
10,32,1,0
10,32,2,0
10,32,3,0
10,32,4,0
10,32,5,0
10,32,6,0
10,32,16,0
10,32,17,0
10,64,0,3
10,80,0,1
10,80,1,1
10,80,2,1
10,80,3,1
10,80,4,1
10,80,5,1
10,80,6,1
10,80,7,1
10,80,16,0
10,80,17,0
10,81,7,0
10,82,0,64
10,84,0,64
10,85,0,1
10,85,1,1
10,85,2,1
10,85,3,1
10,85,4,1
10,85,5,1
10,85,6,1
10,85,7,1
10,85,16,1
10,85,17,1
10,87,0,0
10,88,0,53
10,89,0,0
10,90,0,0
10,105,0,0
10,106,0,0
10,107,0,0
10,108,0,0
10,109,0,0
11,1,0,64
11,2,0,21
11,3,0,56
11,4,0,0
11,5,0,64
11,6,0,42
11,7,0,53
11,9,0,64
11,10,0,89
11,11,0,53
11,13,0,64
11,14,0,114
11,15,0,56
11,16,0,0
11,17,0,1
11,18,0,0
11,19,0,44
11,20,0,0
11,22,4,37
11,22,5,37
11,22,6,37
11,22,7,37
11,23,7,98
11,24,7,1
11,32,0,0
11,32,1,0
11,32,2,0
11,32,3,0
11,32,4,0
11,32,5,0
11,32,6,0
11,32,16,0
11,32,17,0
11,64,0,3
11,80,0,1
11,80,1,1
11,80,2,1
11,80,3,1
11,80,4,1
11,80,5,1
11,80,6,1
11,80,7,1
11,80,16,0
11,80,17,0
11,81,7,0
11,82,0,64
11,84,0,64
11,85,0,1
11,85,1,1
11,85,2,1
11,85,3,1
11,85,4,1
11,85,5,1
11,85,6,1
11,85,7,1
11,85,16,1
11,85,17,1
11,87,0,0
11,88,0,53
11,89,0,0
11,90,0,0
11,105,0,0
11,106,0,0
11,107,0,0
11,108,0,0
11,109,0,0
32,1,0,64
32,2,0,21
32,3,0,56
32,4,0,0
32,5,0,64
32,6,0,42
32,7,0,53
32,9,0,64
32,10,0,89
32,11,0,53
32,13,0,64
32,14,0,114
32,15,0,56
32,16,0,0
32,17,0,1
32,18,0,0
32,19,0,44
32,20,0,0
32,22,4,37
32,22,5,37
32,22,6,37
32,22,7,37
32,23,7,0
32,24,7,1
32,25,0,64
32,32,0,0
32,32,1,0
32,32,2,0
32,32,3,0
32,32,4,0
32,32,5,0
32,32,6,0
32,32,16,0
32,32,17,0
32,64,0,3
32,65,0,11
32,66,0,54
32,67,0,60
32,68,0,51
32,69,0,42
32,70,0,0
32,80,0,1
32,80,1,1
32,80,2,1
32,80,3,1
32,80,4,1
32,80,5,1
32,80,6,1
32,80,7,1
32,80,16,0
32,80,17,0
32,81,7,0
32,82,0,64
32,85,0,1
32,85,1,1
32,85,2,1
32,85,3,1
32,85,4,1
32,85,5,1
32,85,6,1
32,85,7,1
32,85,16,1
32,85,17,1
32,87,0,0
32,88,0,53
32,89,0,0
32,90,0,0
32,97,0,1
32,98,0,50
32,99,0,17
32,100,0,0
32,101,0,87
32,102,0,91
32,103,0,0
32,104,0,0
32,105,0,0
32,106,0,0
32,107,0,0
32,108,0,0
32,109,0,0
33,1,0,64
33,2,0,21
33,3,0,56
33,4,0,0
33,5,0,64
33,6,0,42
33,7,0,53
33,9,0,64
33,10,0,89
33,11,0,53
33,13,0,64
33,14,0,114
33,15,0,56
33,16,0,0
33,17,0,1
33,18,0,0
33,19,0,44
33,20,0,0
33,22,4,37
33,22,5,37
33,22,6,37
33,22,7,37
33,23,7,0
33,24,7,1
33,25,0,64
33,32,0,0
33,32,1,0
33,32,2,0
33,32,3,0
33,32,4,0
33,32,5,0
33,32,6,0
33,32,16,0
33,32,17,0
33,64,0,3
33,65,0,11
33,66,0,54
33,67,0,60
33,68,0,51
33,69,0,42
33,70,0,0
33,80,0,1
33,80,1,1
33,80,2,1
33,80,3,1
33,80,4,1
33,80,5,1
33,80,6,1
33,80,7,1
33,80,16,0
33,80,17,0
33,81,7,0
33,82,0,64
33,85,0,1
33,85,1,1
33,85,2,1
33,85,3,1
33,85,4,1
33,85,5,1
33,85,6,1
33,85,7,1
33,85,16,1
33,85,17,1
33,87,0,0
33,88,0,53
33,89,0,0
33,90,0,0
33,97,0,1
33,98,0,50
33,99,0,17
33,100,0,0
33,101,0,87
33,102,0,91
33,103,0,0
33,104,0,0
33,105,0,0
33,106,0,0
33,107,0,0
33,108,0,0
33,109,0,0
34,1,0,64
34,2,0,21
34,3,0,56
34,4,0,0
34,5,0,64
34,6,0,42
34,7,0,53
34,9,0,64
34,10,0,89
34,11,0,53
34,13,0,64
34,14,0,114
34,15,0,56
34,16,0,0
34,17,0,1
34,18,0,0
34,19,0,44
34,20,0,0
34,22,4,37
34,22,5,37
34,22,6,37
34,22,7,37
34,23,7,0
34,24,7,1
34,25,0,64
34,32,0,0
34,32,1,0
34,32,2,0
34,32,3,0
34,32,4,0
34,32,5,0
34,32,6,0
34,32,16,0
34,32,17,0
34,64,0,3
34,65,0,11
34,66,0,54
34,67,0,60
34,68,0,51
34,69,0,42
34,70,0,0
34,80,0,1
34,80,1,1
34,80,2,1
34,80,3,1
34,80,4,1
34,80,5,1
34,80,6,1
34,80,7,1
34,80,16,0
34,80,17,0
34,81,7,0
34,82,0,64
34,85,0,1
34,85,1,1
34,85,2,1
34,85,3,1
34,85,4,1
34,85,5,1
34,85,6,1
34,85,7,1
34,85,16,1
34,85,17,1
34,87,0,0
34,88,0,53
34,89,0,0
34,90,0,0
34,97,0,1
34,98,0,50
34,99,0,17
34,100,0,0
34,101,0,87
34,102,0,91
34,103,0,0
34,104,0,0
34,105,0,0
34,106,0,0
34,107,0,0
34,108,0,0
34,109,0,0
35,1,0,64
35,2,0,21
35,3,0,56
35,4,0,0
35,5,0,64
35,6,0,42
35,7,0,53
35,9,0,64
35,10,0,89
35,11,0,53
35,13,0,64
35,14,0,114
35,15,0,56
35,16,0,0
35,17,0,1
35,18,0,0
35,19,0,44
35,20,0,0
35,22,4,37
35,22,5,37
35,22,6,37
35,22,7,37
35,23,7,0
35,24,7,1
35,25,0,64
35,32,0,0
35,32,1,0
35,32,2,0
35,32,3,0
35,32,4,0
35,32,5,0
35,32,6,0
35,32,16,0
35,32,17,0
35,64,0,3
35,65,0,11
35,66,0,54
35,67,0,60
35,68,0,51
35,69,0,42
35,70,0,0
35,80,0,1
35,80,1,1
35,80,2,1
35,80,3,1
35,80,4,1
35,80,5,1
35,80,6,1
35,80,7,1
35,80,16,0
35,80,17,0
35,81,7,0
35,82,0,64
35,85,0,1
35,85,1,1
35,85,2,1
35,85,3,1
35,85,4,1
35,85,5,1
35,85,6,1
35,85,7,1
35,85,16,1
35,85,17,1
35,87,0,0
35,88,0,53
35,89,0,0
35,90,0,0
35,97,0,1
35,98,0,50
35,99,0,17
35,100,0,0
35,101,0,87
35,102,0,91
35,103,0,0
35,104,0,0
35,105,0,0
35,106,0,0
35,107,0,0
35,108,0,0
35,109,0,0
36,1,0,64
36,2,0,21
36,3,0,56
36,4,0,0
36,5,0,64
36,6,0,42
36,7,0,53
36,9,0,64
36,10,0,89
36,11,0,53
36,13,0,64
36,14,0,114
36,15,0,56
36,16,0,0
36,17,0,1
36,18,0,0
36,19,0,44
36,20,0,0
36,22,4,37
36,22,5,37
36,22,6,37
36,22,7,37
36,23,7,0
36,24,7,1
36,25,0,64
36,32,0,0
36,32,1,0
36,32,2,0
36,32,3,0
36,32,4,0
36,32,5,0
36,32,6,0
36,32,16,0
36,32,17,0
36,64,0,3
36,65,0,11
36,66,0,54
36,67,0,60
36,68,0,51
36,69,0,42
36,70,0,0
36,80,0,1
36,80,1,1
36,80,2,1
36,80,3,1
36,80,4,1
36,80,5,1
36,80,6,1
36,80,7,1
36,80,16,0
36,80,17,0
36,81,7,0
36,82,0,64
36,85,0,1
36,85,1,1
36,85,2,1
36,85,3,1
36,85,4,1
36,85,5,1
36,85,6,1
36,85,7,1
36,85,16,1
36,85,17,1
36,87,0,0
36,88,0,53
36,89,0,0
36,90,0,0
36,97,0,1
36,98,0,50
36,99,0,17
36,100,0,0
36,101,0,87
36,102,0,91
36,103,0,0
36,104,0,0
36,105,0,0
36,106,0,0
36,107,0,0
36,108,0,0
36,109,0,0
37,1,0,64
37,2,0,21
37,3,0,56
37,4,0,0
37,5,0,64
37,6,0,42
37,7,0,53
37,9,0,64
37,10,0,89
37,11,0,53
37,13,0,64
37,14,0,114
37,15,0,56
37,16,0,0
37,17,0,1
37,18,0,0
37,19,0,44
37,20,0,0
37,22,4,37
37,22,5,37
37,22,6,37
37,22,7,37
37,23,7,0
37,24,7,1
37,25,0,64
37,32,0,0
37,32,1,0
37,32,2,0
37,32,3,0
37,32,4,0
37,32,5,0
37,32,6,0
37,32,16,0
37,32,17,0
37,64,0,3
37,65,0,11
37,66,0,54
37,67,0,60
37,68,0,51
37,69,0,42
37,70,0,0
37,80,0,1
37,80,1,1
37,80,2,1
37,80,3,1
37,80,4,1
37,80,5,1
37,80,6,1
37,80,7,1
37,80,16,0
37,80,17,0
37,81,7,0
37,82,0,64
37,85,0,1
37,85,1,1
37,85,2,1
37,85,3,1
37,85,4,1
37,85,5,1
37,85,6,1
37,85,7,1
37,85,16,1
37,85,17,1
37,87,0,0
37,88,0,53
37,89,0,0
37,90,0,0
37,97,0,1
37,98,0,50
37,99,0,17
37,100,0,0
37,101,0,87
37,102,0,91
37,103,0,0
37,104,0,0
37,105,0,0
37,106,0,0
37,107,0,0
37,108,0,0
37,109,0,0
38,1,0,64
38,2,0,21
38,3,0,56
38,4,0,0
38,5,0,64
38,6,0,42
38,7,0,53
38,9,0,64
38,10,0,89
38,11,0,53
38,13,0,64
38,14,0,114
38,15,0,56
38,16,0,0
38,17,0,1
38,18,0,0
38,19,0,44
38,20,0,0
38,22,4,37
38,22,5,37
38,22,6,37
38,22,7,37
38,23,7,0
38,24,7,1
38,25,0,64
38,32,0,0
38,32,1,0
38,32,2,0
38,32,3,0
38,32,4,0
38,32,5,0
38,32,6,0
38,32,16,0
38,32,17,0
38,64,0,3
38,65,0,11
38,66,0,54
38,67,0,60
38,68,0,51
38,69,0,42
38,70,0,0
38,80,0,1
38,80,1,1
38,80,2,1
38,80,3,1
38,80,4,1
38,80,5,1
38,80,6,1
38,80,7,1
38,80,16,0
38,80,17,0
38,81,7,0
38,82,0,64
38,85,0,1
38,85,1,1
38,85,2,1
38,85,3,1
38,85,4,1
38,85,5,1
38,85,6,1
38,85,7,1
38,85,16,1
38,85,17,1
38,87,0,0
38,88,0,53
38,89,0,0
38,90,0,0
38,97,0,1
38,98,0,50
38,99,0,17
38,100,0,0
38,101,0,87
38,102,0,91
38,103,0,0
38,104,0,0
38,105,0,0
38,106,0,0
38,107,0,0
38,108,0,0
38,109,0,0
39,1,0,64
39,2,0,21
39,3,0,56
39,4,0,0
39,5,0,64
39,6,0,42
39,7,0,53
39,9,0,64
39,10,0,89
39,11,0,53
39,13,0,64
39,14,0,114
39,15,0,56
39,16,0,0
39,17,0,1
39,18,0,0
39,19,0,44
39,20,0,0
39,22,4,37
39,22,5,37
39,22,6,37
